cmd,force_z_N
0.0,-0.7207910418510437
0.0,-0.928472101688385
0.0,-0.7981691956520081
0.0,-0.80594402551651
0.0,-0.887103259563446
0.0,-0.808999240398407
0.0,-0.8034682869911194
0.0,-0.8145801424980164
0.0,-0.8140242695808411
0.0,-0.8093412518501282
0.0,-0.763629138469696
0.0,-0.7784752249717712
0.0,-0.7782711386680603
0.0,-0.836837112903595
0.0,-0.8693452477455139
0.0,-0.8693452477455139
0.0,-0.7931432127952576
0.0,-0.8818350434303284
0.0,-0.8027121424674988
0.0,-0.8513792157173157
0.0,-0.8109992146492004
0.0,-0.8130500912666321
0.0,-0.8210572600364685
0.0,-0.8547311425209045
0.0,-0.768223226070404
0.05263157894736842,-0.5074371695518494
0.05263157894736842,-0.5175203084945679
0.05263157894736842,-0.5098010301589966
0.05263157894736842,-0.5525573492050171
0.05263157894736842,-0.5182502269744873
0.05263157894736842,-0.5182502269744873
0.05263157894736842,-0.3444782495498657
0.05263157894736842,-0.4805369973182678
0.05263157894736842,-0.49700427055358887
0.05263157894736842,-0.5633952617645264
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.5178532004356384
0.05263157894736842,-0.5087852478027344
0.05263157894736842,-0.42215198278427124
0.05263157894736842,-0.4045570492744446
0.05263157894736842,-0.5501511096954346
0.05263157894736842,-0.5810931921005249
0.05263157894736842,-0.45681607723236084
0.05263157894736842,-0.5207562446594238
0.05263157894736842,-0.3444782495498657
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.4870781898498535
0.05263157894736842,-0.5533511638641357
0.05263157894736842,-0.4191220998764038
0.05263157894736842,-0.5284552574157715
0.05263157894736842,-0.4179231524467468
0.05263157894736842,-0.666289210319519
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.05263157894736842,-0.6833012104034424
0.055,-0.460557222366333
0.055,-0.48284798860549927
0.055,-0.44029515981674194
0.055,-0.5013902187347412
0.055,-0.49551427364349365
0.055,-0.4969141483306885
0.055,-0.4992111921310425
0.055,-0.4597271680831909
0.055,-0.5219669938087463
0.055,-0.40221303701400757
0.055,-0.4170541763305664
0.055,-0.39851808547973633
0.055,-0.5370521545410156
0.055,-0.5258080363273621
0.055,-0.5059590339660645
0.055,-0.45143014192581177
0.055,-0.4099540710449219
0.055,-0.5356581211090088
0.055,-0.5511622428894043
0.055,-0.43587106466293335
0.055,-0.3880821466445923
0.055,-0.3859701156616211
0.055,-0.5591452121734619
0.055,-0.490551233291626
0.055,-0.3819928765296936
0.10526315789473684,0.2535691261291504
0.10526315789473684,0.0799599289894104
0.10526315789473684,-0.07920104265213013
0.10526315789473684,0.07556384801864624
0.10526315789473684,-0.04623126983642578
0.10526315789473684,-0.1414911150932312
0.10526315789473684,-0.1946302056312561
0.10526315789473684,-0.0916932225227356
0.10526315789473684,0.10672992467880249
0.10526315789473684,0.14349907636642456
0.10526315789473684,0.07319986820220947
0.10526315789473684,-0.18533211946487427
0.10526315789473684,-0.09400027990341187
0.10526315789473684,-0.22967123985290527
0.10526315789473684,-0.09107613563537598
0.10526315789473684,0.19574400782585144
0.10526315789473684,0.07504314184188843
0.10526315789473684,0.07504314184188843
0.10526315789473684,0.07504314184188843
0.10526315789473684,0.03503286838531494
0.10526315789473684,0.09176403284072876
0.10526315789473684,0.1741228997707367
0.10526315789473684,0.11187687516212463
0.10526315789473684,-0.11304223537445068
0.10526315789473684,-0.13580620288848877
0.10526315789473684,0.08547782897949219
0.10526315789473684,0.14494693279266357
0.10526315789473684,0.03842806816101074
0.10526315789473684,0.04094982147216797
0.10526315789473684,-0.0517461895942688
0.10526315789473684,-0.13084399700164795
0.10526315789473684,-0.19481533765792847
0.10526315789473684,-0.0254480242729187
0.10526315789473684,0.09910604357719421
0.10526315789473684,-0.08431905508041382
0.10526315789473684,-0.10398226976394653
0.10526315789473684,-0.002575099468231201
0.10526315789473684,0.04661703109741211
0.10526315789473684,-0.059532999992370605
0.10526315789473684,-0.20310014486312866
0.10526315789473684,0.1405719816684723
0.10526315789473684,-0.18433231115341187
0.10526315789473684,0.12689396739006042
0.10526315789473684,0.03249388933181763
0.10526315789473684,0.08142310380935669
0.10526315789473684,0.05398792028427124
0.10526315789473684,-0.06860619783401489
0.10526315789473684,-0.2279713749885559
0.10526315789473684,-0.03861415386199951
0.10526315789473684,0.17639100551605225
0.15789473684210525,0.7598052024841309
0.15789473684210525,0.322506844997406
0.15789473684210525,0.25861674547195435
0.15789473684210525,0.5899559855461121
0.15789473684210525,0.33329200744628906
0.15789473684210525,1.0429152250289917
0.15789473684210525,0.6120009422302246
0.15789473684210525,0.646149754524231
0.15789473684210525,0.2522217929363251
0.15789473684210525,0.3278588354587555
0.15789473684210525,0.9667012095451355
0.15789473684210525,0.8256799578666687
0.15789473684210525,1.0256164073944092
0.15789473684210525,0.8705590963363647
0.15789473684210525,0.34313085675239563
0.15789473684210525,0.5697398781776428
0.15789473684210525,1.0158145427703857
0.15789473684210525,0.7689329385757446
0.15789473684210525,0.2599969506263733
0.15789473684210525,0.25960078835487366
0.15789473684210525,0.1510138213634491
0.15789473684210525,0.3290697932243347
0.15789473684210525,0.740863025188446
0.15789473684210525,0.6956079006195068
0.15789473684210525,0.6587339639663696
0.15789473684210525,0.9783562421798706
0.15789473684210525,0.7533528804779053
0.15789473684210525,0.24061673879623413
0.15789473684210525,0.5418359637260437
0.15789473684210525,0.9098973274230957
0.15789473684210525,0.7951160073280334
0.15789473684210525,0.2883589267730713
0.15789473684210525,0.6912959218025208
0.15789473684210525,1.077268123626709
0.15789473684210525,0.6967170238494873
0.15789473684210525,0.2709689140319824
0.15789473684210525,0.7359018325805664
0.15789473684210525,0.9712560772895813
0.15789473684210525,0.5755738615989685
0.15789473684210525,0.2705707848072052
0.15789473684210525,0.8344981670379639
0.15789473684210525,0.9654390811920166
0.15789473684210525,0.8405638933181763
0.15789473684210525,0.34633868932724
0.15789473684210525,0.6031980514526367
0.15789473684210525,1.0776550769805908
0.15789473684210525,0.7545090913772583
0.15789473684210525,0.27881303429603577
0.15789473684210525,0.5987698435783386
0.15789473684210525,0.39774584770202637
0.21052631578947367,1.3401920795440674
0.21052631578947367,1.2644838094711304
0.21052631578947367,1.4662301540374756
0.21052631578947367,1.340264081954956
0.21052631578947367,1.3129220008850098
0.21052631578947367,1.2595829963684082
0.21052631578947367,1.2385051250457764
0.21052631578947367,1.335123062133789
0.21052631578947367,1.4421770572662354
0.21052631578947367,1.3280138969421387
0.21052631578947367,1.342380166053772
0.21052631578947367,1.2920329570770264
0.21052631578947367,1.439277172088623
0.21052631578947367,1.4740980863571167
0.21052631578947367,1.3019919395446777
0.21052631578947367,1.5757620334625244
0.21052631578947367,1.6185531616210938
0.21052631578947367,1.4425960779190063
0.21052631578947367,1.423232078552246
0.21052631578947367,1.4285361766815186
0.21052631578947367,1.5709580183029175
0.21052631578947367,1.5195131301879883
0.21052631578947367,1.4700169563293457
0.21052631578947367,1.4857468605041504
0.21052631578947367,1.505729079246521
0.21052631578947367,1.4828310012817383
0.21052631578947367,1.619292140007019
0.21052631578947367,1.4754960536956787
0.21052631578947367,1.3799409866333008
0.21052631578947367,1.6352041959762573
0.21052631578947367,1.2732179164886475
0.21052631578947367,1.3770250082015991
0.21052631578947367,1.2702760696411133
0.21052631578947367,1.4536460638046265
0.21052631578947367,1.5291152000427246
0.21052631578947367,1.4496891498565674
0.21052631578947367,1.3869891166687012
0.21052631578947367,1.5011481046676636
0.21052631578947367,1.5296320915222168
0.21052631578947367,1.7921291589736938
0.21052631578947367,1.4207329750061035
0.21052631578947367,1.4548250436782837
0.21052631578947367,1.3969380855560303
0.21052631578947367,1.5011522769927979
0.21052631578947367,1.6070518493652344
0.21052631578947367,1.434603214263916
0.21052631578947367,1.4806392192840576
0.21052631578947367,1.2549928426742554
0.21052631578947367,1.2893638610839844
0.21052631578947367,1.4833271503448486
0.2631578947368421,2.604856252670288
0.2631578947368421,2.431262254714966
0.2631578947368421,2.568213939666748
0.2631578947368421,2.604856252670288
0.2631578947368421,2.560859203338623
0.2631578947368421,2.5755982398986816
0.2631578947368421,2.414485216140747
0.2631578947368421,2.562441349029541
0.2631578947368421,2.321964979171753
0.2631578947368421,2.463420867919922
0.2631578947368421,2.3623180389404297
0.2631578947368421,2.30678391456604
0.2631578947368421,2.3613040447235107
0.2631578947368421,2.4294750690460205
0.2631578947368421,2.238983154296875
0.2631578947368421,2.365129232406616
0.2631578947368421,2.275057315826416
0.2631578947368421,2.244105815887451
0.2631578947368421,2.299666166305542
0.2631578947368421,2.2132651805877686
0.2631578947368421,2.358333110809326
0.2631578947368421,2.2749781608581543
0.2631578947368421,2.2220711708068848
0.2631578947368421,2.213926315307617
0.2631578947368421,2.274667978286743
0.2631578947368421,2.3110692501068115
0.2631578947368421,2.2479031085968018
0.2631578947368421,2.329437255859375
0.2631578947368421,2.398019313812256
0.2631578947368421,2.5544543266296387
0.2631578947368421,2.4458351135253906
0.2631578947368421,2.400050163269043
0.2631578947368421,2.434307098388672
0.2631578947368421,2.535130262374878
0.2631578947368421,2.3330841064453125
0.2631578947368421,2.194620132446289
0.2631578947368421,2.4414730072021484
0.2631578947368421,2.2305760383605957
0.2631578947368421,2.1441869735717773
0.2631578947368421,2.2318673133850098
0.2631578947368421,2.2307851314544678
0.2631578947368421,2.49481201171875
0.2631578947368421,2.617953300476074
0.2631578947368421,2.5786921977996826
0.2631578947368421,2.5633323192596436
0.2631578947368421,2.623561143875122
0.2631578947368421,2.551713466644287
0.2631578947368421,2.5661752223968506
0.2631578947368421,2.49481201171875
0.2631578947368421,2.5755982398986816
0.3157894736842105,3.2589592933654785
0.3157894736842105,3.2654223442077637
0.3157894736842105,3.31079363822937
0.3157894736842105,3.1743669509887695
0.3157894736842105,3.198394298553467
0.3157894736842105,3.2389402389526367
0.3157894736842105,3.2017722129821777
0.3157894736842105,3.131106376647949
0.3157894736842105,3.2868361473083496
0.3157894736842105,3.067502975463867
0.3157894736842105,3.2059133052825928
0.3157894736842105,3.296370029449463
0.3157894736842105,3.205885410308838
0.3157894736842105,3.2300777435302734
0.3157894736842105,3.3302483558654785
0.3157894736842105,3.3302483558654785
0.3157894736842105,3.1534271240234375
0.3157894736842105,3.2852261066436768
0.3157894736842105,3.164933204650879
0.3157894736842105,3.2161271572113037
0.3157894736842105,3.208010196685791
0.3157894736842105,3.2818603515625
0.3157894736842105,3.159872055053711
0.3157894736842105,3.2087323665618896
0.3157894736842105,3.2161271572113037
0.3157894736842105,3.388887882232666
0.3157894736842105,3.5511064529418945
0.3157894736842105,3.4673094749450684
0.3157894736842105,3.5074472427368164
0.3157894736842105,3.3534250259399414
0.3157894736842105,3.4472463130950928
0.3157894736842105,3.5703322887420654
0.3157894736842105,3.524744987487793
0.3157894736842105,3.4377353191375732
0.3157894736842105,3.4574339389801025
0.3157894736842105,3.4982542991638184
0.3157894736842105,3.3563904762268066
0.3157894736842105,3.3487911224365234
0.3157894736842105,3.516571044921875
0.3157894736842105,3.3553223609924316
0.3157894736842105,3.4225873947143555
0.3157894736842105,3.4225873947143555
0.3157894736842105,3.4982542991638184
0.3157894736842105,3.3898861408233643
0.3157894736842105,3.5241782665252686
0.3157894736842105,3.3937602043151855
0.3157894736842105,3.4651081562042236
0.3157894736842105,3.4707493782043457
0.3157894736842105,3.4641144275665283
0.3157894736842105,3.4982542991638184
0.3684210526315789,4.580819606781006
0.3684210526315789,4.581357002258301
0.3684210526315789,4.528905391693115
0.3684210526315789,4.612913131713867
0.3684210526315789,4.363785266876221
0.3684210526315789,4.638435363769531
0.3684210526315789,4.641963958740234
0.3684210526315789,4.583423137664795
0.3684210526315789,4.455140590667725
0.3684210526315789,4.541355609893799
0.3684210526315789,4.380629539489746
0.3684210526315789,4.550837993621826
0.3684210526315789,4.555053234100342
0.3684210526315789,4.5449371337890625
0.3684210526315789,4.059074401855469
0.3684210526315789,4.100548267364502
0.3684210526315789,4.148210048675537
0.3684210526315789,4.010343074798584
0.3684210526315789,4.116317272186279
0.3684210526315789,4.0898284912109375
0.3684210526315789,4.101702690124512
0.3684210526315789,4.056573390960693
0.3684210526315789,4.08552360534668
0.3684210526315789,4.059074401855469
0.3684210526315789,4.230922222137451
0.3684210526315789,4.233639717102051
0.3684210526315789,4.5992631912231445
0.3684210526315789,4.641955375671387
0.3684210526315789,4.138386249542236
0.3684210526315789,4.194782257080078
0.3684210526315789,4.231524467468262
0.3684210526315789,4.013421535491943
0.3684210526315789,4.077812194824219
0.3684210526315789,4.137191295623779
0.3684210526315789,4.189730167388916
0.3684210526315789,4.131091117858887
0.3684210526315789,4.118560314178467
0.3684210526315789,4.553434371948242
0.3684210526315789,4.577175140380859
0.3684210526315789,4.611780643463135
0.3684210526315789,4.502012729644775
0.3684210526315789,4.557821750640869
0.3684210526315789,4.52208137512207
0.3684210526315789,4.53635311126709
0.3684210526315789,4.512208461761475
0.3684210526315789,4.001583099365234
0.3684210526315789,4.108783721923828
0.3684210526315789,4.1519060134887695
0.3684210526315789,4.08552360534668
0.3684210526315789,4.645320415496826
0.42105263157894735,5.252906322479248
0.42105263157894735,5.88272762298584
0.42105263157894735,5.27017879486084
0.42105263157894735,5.279720783233643
0.42105263157894735,5.922153472900391
0.42105263157894735,5.755038738250732
0.42105263157894735,5.760361194610596
0.42105263157894735,5.823728561401367
0.42105263157894735,5.7964043617248535
0.42105263157894735,5.650537490844727
0.42105263157894735,5.849400997161865
0.42105263157894735,5.69491720199585
0.42105263157894735,5.759693622589111
0.42105263157894735,5.850475311279297
0.42105263157894735,5.803253650665283
0.42105263157894735,5.854299545288086
0.42105263157894735,5.838451862335205
0.42105263157894735,5.707808017730713
0.42105263157894735,5.806399822235107
0.42105263157894735,5.655757427215576
0.42105263157894735,5.736649513244629
0.42105263157894735,5.726402759552002
0.42105263157894735,5.726402759552002
0.42105263157894735,5.8315253257751465
0.42105263157894735,5.735940933227539
0.42105263157894735,5.697806358337402
0.42105263157894735,5.807262897491455
0.42105263157894735,5.804038047790527
0.42105263157894735,5.314535140991211
0.42105263157894735,5.314535140991211
0.42105263157894735,5.282466411590576
0.42105263157894735,5.282466411590576
0.42105263157894735,5.27017879486084
0.42105263157894735,5.253082275390625
0.42105263157894735,5.2815046310424805
0.42105263157894735,5.387106895446777
0.42105263157894735,5.124974250793457
0.42105263157894735,5.391205310821533
0.42105263157894735,5.305912017822266
0.42105263157894735,5.008563995361328
0.42105263157894735,5.244449615478516
0.42105263157894735,5.264235496520996
0.42105263157894735,5.228248596191406
0.42105263157894735,5.309639930725098
0.42105263157894735,5.323782444000244
0.42105263157894735,5.387106895446777
0.42105263157894735,5.27017879486084
0.42105263157894735,5.292539596557617
0.42105263157894735,5.2974419593811035
0.42105263157894735,5.259000778198242
0.47368421052631576,7.094913959503174
0.47368421052631576,7.168504238128662
0.47368421052631576,7.2350287437438965
0.47368421052631576,7.175282001495361
0.47368421052631576,7.066686630249023
0.47368421052631576,7.11958122253418
0.47368421052631576,7.1830525398254395
0.47368421052631576,7.113988876342773
0.47368421052631576,7.304330348968506
0.47368421052631576,7.130922794342041
0.47368421052631576,7.147765159606934
0.47368421052631576,7.179053783416748
0.47368421052631576,7.1493024826049805
0.47368421052631576,7.069915294647217
0.47368421052631576,7.020939350128174
0.47368421052631576,7.170849800109863
0.47368421052631576,7.023484230041504
0.47368421052631576,7.064223289489746
0.47368421052631576,7.181698322296143
0.47368421052631576,7.312376499176025
0.47368421052631576,7.2364959716796875
0.47368421052631576,7.275204181671143
0.47368421052631576,7.132506847381592
0.47368421052631576,7.289687633514404
0.47368421052631576,7.135965824127197
0.47368421052631576,6.453155040740967
0.47368421052631576,6.582376480102539
0.47368421052631576,6.58903169631958
0.47368421052631576,6.4317450523376465
0.47368421052631576,6.483030796051025
0.47368421052631576,6.596231937408447
0.47368421052631576,6.381012439727783
0.47368421052631576,6.4443864822387695
0.47368421052631576,6.441230297088623
